"EcoPortCode","ScientificName","AUTH","FAMNAME","SYNO","COMNAME","LIFO","HABI","LISPA","PHYS","CAT","PLAT","TOPMN","TOPMX","TMIN","TMAX","ROPMN","ROPMX","RMIN","RMAX","PHOPMN","PHOPMX","PHMIN","PHMAX","LATOPMN","LATOPMX","LATMN","LATMX","ALTMX","LIOPMN","LIOPMX","LIMN","LIMX","DEP","DEPR","TEXT","TEXTR","FER","FERR","TOX","TOXR","SAL","SALR","DRA","DRAR","KTMPR","KTMP","PHOTO","CLIZ","ABITOL","ABISUS","INTRI","PROSY","GMIN","GMAX"
3222,"Angophora floribunda","(Smith)","Magnoliopsida:Rosidae:Myrtales:Myrtaceae","","rough-barked apple","tree","erect","perennial","single stem","forage/pasture, forest/wood, environmental","",18,30,7,41,650,850,500,1000,5.5,6.5,5,7,23,23,37.5,37.5,1100,"very bright","very bright","very bright","clear skies","deep (>>150 cm)","medium (50-150 cm)","medium, light","heavy, medium, light","moderate","","","","low (<4 dS/m)","low (<4 dS/m)","well (dry spells)","well (dry spells)",-5,-1,"short day (<12 hours), neutral day (12-14 hours), long day (>14 hours)","tropical wet & dry (Aw), steppe or semiarid (Bs), subtropical humid (Cf)","","","","",120,300
3230,"Anisoptera scaphula","(Roxb.)","Magnoliopsida:Dilleniidae:Malvales:Dipterocarpaceae","","","tree","erect","perennial","single stem","forest/wood","",20,33,15,38,2000,3000,1100,4000,5,6,4.5,6.5,NA,NA,25,25,700,"very bright","clear skies","very bright","light shade","deep (>>150 cm)","medium (50-150 cm)","heavy, medium","heavy, medium, light, organic","moderate","moderate","","","low (<4 dS/m)","low (<4 dS/m)","well (dry spells)","poorly (saturated >50% of year), well (dry spells)",NA,NA,"short day (<12 hours)","tropical wet (Ar)","","","","",330,365
3236,"Annona atemoya","Hort","Magnoliopsida:Magnoliidae:Magnoliales:Annonaceae","","","tree","erect","perennial","deciduous, single stem","fruits & nuts","grown on large scale",24,28,12,32,2000,3000,600,4200,5.5,6.5,5,7,NA,NA,20,30,1500,"very bright","very bright","very bright","clear skies","medium (50-150 cm)","shallow (20-50 cm)","medium, light","medium, light","moderate","low","","","low (<4 dS/m)","medium (4-10 dS/m)","well (dry spells)","well (dry spells), excessive (dry/moderately dry)",-6,-1,"short day (<12 hours), neutral day (12-14 hours), long day (>14 hours)","tropical wet & dry (Aw), tropical wet (Ar), subtropical humid (Cf), subtropical dry summer (Cs), subtropical dry winter (Cw)","","","","",210,270
3241,"Annona montana","Macfad.","Magnoliopsida:Magnoliidae:Magnoliales:Annonaceae","Annona marcgravii Mart., Annona muricata Vell., Annona pisonis Mart., Annona sphaerocarpa Splitg.","mountain soursop, wild soursop, guanábana cimarrona, guanábana, guanábana de monte, guanábana de perro, guanábana de loma, taragus, turagua, araticum, araticum açú, araticum apé, corossolier bâtard, corossol zombie, boszuurzak, araticum-ponhe, araticum de paca","tree","erect","perennial","evergreen, semi evergreen, single stem","fruits & nuts, vegetables, medicinals & aromatic","grown on small scale",16,26,14,32,900,1700,640,4000,5.5,7,5,8.7,10,NA,30,30,2000,"very bright","clear skies","very bright","cloudy skies","deep (>>150 cm)","shallow (20-50 cm)","medium, light","heavy, medium, light, wide, organic","high","moderate","","","low (<4 dS/m)","low (<4 dS/m)","well (dry spells)","well (dry spells)",-4,-1,"short day (<12 hours)","tropical wet & dry (Aw), tropical wet (Ar), subtropical humid (Cf)","","","","",240,365
3242,"Annona scleroderma","Saff.","Magnoliopsida:Magnoliidae:Magnoliales:Annonaceae","","poshte, chirimoya, anona del monte, cawesh, cahuex","tree","erect","perennial","single stem","fruits & nuts","grown on large scale, grown on small scale",23,26,8,32,3500,4500,3000,5000,5.5,6.5,4.5,7,10,NA,20,20,1000,"clear skies","very bright","light shade","very bright","deep (>>150 cm)","medium (50-150 cm)","medium","medium","high","moderate","","","low (<4 dS/m)","low (<4 dS/m)","well (dry spells)","well (dry spells)",NA,NA,"short day (<12 hours)","tropical wet & dry (Aw), tropical wet (Ar)","","","","home garden, large scale/commercial",240,365
3243,"Annona senegalensis","Pers.","Magnoliopsida:Magnoliidae:Magnoliales:Annonaceae","Annona arenaria Thonn. ex Schum., Annona chrysophylla Boj., Annona chrysophylla Boj. var. porpetac Bail., Annona chrysophylla var. sillans Robyns & Chesq., Annona porpetac Bail., Annona senegalensis (Pers.) var. latifolia Olive, Annona senegalensis Pers. var. chrysophylla Boj., Annona senegalensis var. porpetac (Bail.) Diels","wild custard apple, wild soursop, annone, pomme cannelle du senegal, jumbukungo, sinkungo, mchekwa, mkonokono, mtomoko, mutopetope, wilde suikerappel","shrub, tree","erect","perennial","single stem, multi stem","forage/pasture, fruits & nuts, vegetables, materials, medicinals & aromatic","",17,30,14,38,700,2500,500,3000,5.5,7,5,7.5,NA,NA,25,30,2400,"cloudy skies","very bright","light shade","very bright","deep (>>150 cm)","medium (50-150 cm)","medium, light","heavy, medium, light, wide","moderate","moderate","","","low (<4 dS/m)","low (<4 dS/m)","well (dry spells)","poorly (saturated >50% of year), well (dry spells)",NA,NA,"","tropical wet & dry (Aw), subtropical humid (Cf), subtropical dry summer (Cs)","","fire","","",365,365
3245,"Anogeissus acuminata","Wall.","Magnoliopsida:Rosidae:Myrtales:Combretaceae","","","tree","erect","perennial","deciduous, single stem","forest/wood","",22,32,10,43,1500,2500,900,3500,5,6.5,4.5,7,NA,NA,NA,NA,NA,"very bright","clear skies","very bright","cloudy skies","deep (>>150 cm)","shallow (20-50 cm)","medium, light","medium, light","moderate","low","","","low (<4 dS/m)","low (<4 dS/m)","poorly (saturated >50% of year), well (dry spells)","poorly (saturated >50% of year), well (dry spells)",NA,NA,"short day (<12 hours)","tropical wet & dry (Aw), tropical wet (Ar)","","","","",270,300
3246,"Anogeissus latifolia","(Roxb. ex DC.)","Magnoliopsida:Rosidae:Myrtales:Combretaceae","","","tree","erect","perennial","deciduous, single stem","forage/pasture, forest/wood","harvested from wild",22,33,7,47,800,1400,600,2300,5.5,6.5,5,7,10,10,35,35,1300,"very bright","very bright","very bright","clear skies","deep (>>150 cm)","shallow (20-50 cm)","medium, light","heavy, medium, light","moderate","low","","","low (<4 dS/m)","low (<4 dS/m)","well (dry spells), excessive (dry/moderately dry)","well (dry spells), excessive (dry/moderately dry)",-2,0,"short day (<12 hours)","tropical wet & dry (Aw), tropical wet (Ar), subtropical humid (Cf), subtropical dry summer (Cs), subtropical dry winter (Cw)","drought","fire","","",150,210
3248,"Anogeissus pendula","Edgew.","Magnoliopsida:Rosidae:Myrtales:Combretaceae","","","tree","erect","perennial","deciduous, single stem","forest/wood","harvested from wild",25,35,4,48,500,800,420,900,6,7,5.5,7.5,NA,NA,NA,NA,NA,"very bright","cloudy skies","very bright","light shade","deep (>>150 cm)","medium (50-150 cm)","medium, light","medium, light","moderate","moderate","","","low (<4 dS/m)","low (<4 dS/m)","well (dry spells)","well (dry spells)",-5,-1,"short day (<12 hours)","tropical wet & dry (Aw), steppe or semiarid (Bs)","","","","",150,210
3254,"Anthemis nobilis","(L.) All.","Magnoliopsida:Asteridae:Asterales:Compositae","Chamaemelum nobile (L.) Au., Chamomilla nobilis GG.","chamomile, roman chamomile, camomille romaine, römische Kamille, camomilla, kamilica, Chamomillae romanae flos, Aetheroleum chamomillae romanae","herb","erect","perennial","multi stem","ornamentals/turf, medicinals & aromatic","grown on large scale",15,26,3,30,600,1000,400,1400,6,7,5.5,8,30,30,50,60,400,"very bright","very bright","very bright","clear skies","shallow (20-50 cm)","shallow (20-50 cm)","medium, organic","heavy, medium, light","moderate","low","","","low (<4 dS/m)","low (<4 dS/m)","well (dry spells)","well (dry spells)",-10,0,"long day (>14 hours)","steppe or semiarid (Bs), subtropical dry summer (Cs), temperate oceanic (Do), temperate continental (Dc), temperate with humid winters (Df), temperate with dry winters (Dw)","","","","large scale/commercial",180,270
3256,"Anthephora pubescens","Nees","","","wool grass, borseltjiegras","grass","erect","perennial","multi stem","forage/pasture","grown on large scale",16,28,12,36,350,600,175,950,5.8,7.2,5.5,7.5,20,15,35,35,2100,"very bright","very bright","very bright","clear skies","shallow (20-50 cm)","shallow (20-50 cm)","medium, light","medium, light","moderate","low","","","low (<4 dS/m)","low (<4 dS/m)","well (dry spells)","well (dry spells), excessive (dry/moderately dry)",-1,-5,"short day (<12 hours)","desert or arid (Bw), steppe or semiarid (Bs), subtropical humid (Cf), subtropical dry summer (Cs)","fire, drought","flooding","","large scale/commercial",120,150
3259,"Anthocephalus macrophyllus","","","","","tree","erect","perennial","single stem","medicinals & aromatic, forest/wood","",20,32,15,43,2500,4000,1500,5000,5.5,6.5,5,7,NA,NA,15,15,1500,"very bright","very bright","very bright","clear skies","deep (>>150 cm)","medium (50-150 cm)","medium","heavy, medium, light","high","","","","low (<4 dS/m)","low (<4 dS/m)","well (dry spells)","poorly (saturated >50% of year), well (dry spells)",NA,NA,"short day (<12 hours)","tropical wet & dry (Aw), tropical wet (Ar)","","","","",300,365
3260,"Anthocleista nobilis","G. Don","Magnoliopsida:Asteridae:Gentianales:Gentianaceae","","","tree","erect","perennial","single stem","medicinals & aromatic","",22,30,14,35,1100,2000,700,3000,5.5,6.5,5,7,5,5,15,15,1200,"very bright","very bright","very bright","clear skies","deep (>>150 cm)","medium (50-150 cm)","heavy, medium, light","heavy, medium, light","moderate","moderate","","","low (<4 dS/m)","low (<4 dS/m)","well (dry spells)","well (dry spells)",NA,NA,"short day (<12 hours)","tropical wet & dry (Aw), tropical wet (Ar)","","","","",365,365
3263,"Anthoxanthum odoratum","L.","Gramineae","","Sweet vernal grass","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","",NA,NA,"","","","","","",0,0
3265,"Anthriscus cerefolium","(L.) Hoffm.","Magnoliopsida:Rosidae:Apiales:Umbelliferae","","chervil, cerafolio, cerfeuil, kerbel, koervel, kørvel, maqdunis afranji, kervel, cerfoglio, cerefolho, kervel', san-lo-po","herb","","annual","","","",7,21,4,25,600,1100,450,1300,6,7,5.5,8.2,40,40,55,55,NA,"cloudy skies","light shade","cloudy skies","heavy shade","medium (50-150 cm)","shallow (20-50 cm)","heavy, medium, light","heavy, medium, light","moderate","moderate","","","low (<4 dS/m)","low (<4 dS/m)","well (dry spells)","well (dry spells)",NA,NA,"long day (>14 hours)","steppe or semiarid (Bs), temperate oceanic (Do)","","","","",60,95
3270,"Anthyllis vulneraria","L.","Magnoliopsida:Rosidae:Fabales:Leguminosae","","common kidney vetch, lady's fingers","herb","erect","perennial","","medicinals & aromatic","harvested from wild",14,20,6,25,600,900,450,1100,6.5,7.5,5,8,25,20,55,60,2200,"very bright","clear skies","very bright","cloudy skies","medium (50-150 cm)","medium (50-150 cm)","medium, light","heavy, medium, light","low","low","","","low (<4 dS/m)","low (<4 dS/m)","well (dry spells), excessive (dry/moderately dry)","poorly (saturated >50% of year), well (dry spells), excessive (dry/moderately dry)",NA,NA,"short day (<12 hours), neutral day (12-14 hours), long day (>14 hours)","subtropical dry summer (Cs), temperate oceanic (Do), temperate continental (Dc), temperate with humid winters (Df), temperate with dry winters (Dw)","","","","",120,240
3286,"Apios americana","Medikus","Magnoliopsida:Rosidae:Fabales:Leguminosae","","apios, groundnut, wild bean, bog potato, wild potato, Virginia potato, Indian potato, potato bean","herb, vine","climber/scrambler/scadent","perennial","deciduous, multi stem","roots/tubers, vegetables","",10,20,8,30,1000,1200,700,1500,5,7.5,4.5,8.5,30,25,45,48,1000,"clear skies","very bright","light shade","very bright","medium (50-150 cm)","medium (50-150 cm)","medium","medium, light","high","moderate","","","low (<4 dS/m)","low (<4 dS/m)","well (dry spells)","poorly (saturated >50% of year), well (dry spells)",-40,0,"","subtropical humid (Cf), temperate oceanic (Do), boreal (E)","","","can become a weed","",0,0
3289,"Apium graveolens var. rapaceum","L., (Miller) Gaudin","Magnoliopsida:Rosidae:Apiales:Umbelliferae","Apium rapaceum","celeriac, turnip rooted celery, knob celery, céleri-rave, knolselder, wurzelsellerie, knollensellerie, knolselderij, bleekselder","herb","prostrate/procumbent/semi-erect, acaulescent (or rosette plants)","annual, biennial","single stem","vegetables","grown on small scale",15,25,7,26,1000,1200,700,1700,6,6.8,5.3,8.3,35,35,60,60,NA,"very bright","cloudy skies","very bright","cloudy skies","medium (50-150 cm)","medium (50-150 cm)","medium, organic","heavy, medium, light, organic","high","moderate","","","low (<4 dS/m)","medium (4-10 dS/m)","well (dry spells)","poorly (saturated >50% of year), well (dry spells)",-5,-5,"short day (<12 hours), neutral day (12-14 hours), long day (>14 hours)","subtropical dry summer (Cs), subtropical dry winter (Cw), temperate oceanic (Do), temperate continental (Dc), temperate with humid winters (Df), temperate with dry winters (Dw), boreal (E)","","","","",80,270
3302,"Aquilaria malaccensis","Lam.","Magnoliopsida:Dilleniidae:Euphorbiales:Thymelaeaceae","Aquilaria agallocha Roxb., Aloexylum agallochum Lour., Aquilaria ovata Cav., Aquilaria secundaria DC., Aquilariella malaccensis van Tiegh., Aquilaria agollocha","agalwood, agalloch, agarwood, agila wood, eaglewood, aloeswood, calambac, calambour, chuwah, garrowood, lignaloes, pau de aguia, agaloco, aquilaria, calambuco, gaharu, sasi, hasi, aga, agaru, ugar, akyaw, tagara, kalaguru, aggalichandanam, agru, agar, chen xiang, Kaya gahara lemppong, jin-ko, kyara, ch'en hsiang, ch'Ing kuei hsiang, chan Hsiang, chi ku hsiang, Huang Shu Hsiang, Oud, Ude, Ud, Ood, Oode, jinkoh, jinko","tree","erect","perennial","","materials, medicinals & aromatic, forest/wood","grown on small scale, harvested from wild",18,24,12,34,NA,NA,NA,NA,6.5,7.5,6,8.5,NA,NA,25,30,1000,"","","","","","","light","light","","","","","","","well (dry spells)","well (dry spells)",NA,NA,"","","","","","",0,0
3304,"Aquilegia vulgaris","L.","Magnoliopsida:Magnoliidae:Ranunculales:Ranunculaceae","","common columbine","herb","erect","perennial","deciduous, multi stem","ornamentals/turf, medicinals & aromatic","grown on small scale, harvested from wild",NA,NA,NA,NA,NA,NA,NA,NA,6.5,8,6,8.5,NA,NA,NA,NA,NA,"light shade","cloudy skies","light shade","clear skies","","","","","","","","","","","well (dry spells)","well (dry spells)",NA,NA,"","subtropical dry summer (Cs), temperate oceanic (Do), temperate continental (Dc)","","","","home garden",0,0
3308,"Arachis glabrata","Benth.","Magnoliopsida:Rosidae:Fabales:Leguminosae","","","herb","erect","perennial","multi stem","pulses (grain legumes), forage/pasture","grown on large scale, grown on small scale",20,28,12,35,1000,2000,600,4000,5,6,4.5,8.5,13,NA,28,35,1500,"very bright","very bright","very bright","cloudy skies","deep (>>150 cm)","medium (50-150 cm)","heavy, medium, light","heavy, medium, light","moderate","low","","","low (<4 dS/m)","low (<4 dS/m)","well (dry spells)","well (dry spells), excessive (dry/moderately dry)",-12,-1,"short day (<12 hours)","tropical wet & dry (Aw), tropical wet (Ar), subtropical humid (Cf)","fire","","","large scale/commercial",90,300
3309,"Arachis monticola","Krapov. & Rig.","Leguminosae","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","",NA,NA,"","","","","","",0,0
3310,"Arachis pintoi","Krap. & Greg.","Magnoliopsida:Rosidae:Fabales:Leguminosae","","maní forrajero","herb","prostrate/procumbent/semi-erect, climber/scrambler/scadent","perennial","multi stem","pulses (grain legumes), forage/pasture, ornamentals/turf","grown on small scale",22,28,12,30,1500,2000,900,3000,5.4,6,4.5,7.5,12,NA,18,35,1400,"cloudy skies","light shade","clear skies","heavy shade","medium (50-150 cm)","shallow (20-50 cm)","medium, light","heavy, medium, light","high","low","low (6-15% of CEC)","medium (16-25% of CEC","low (<4 dS/m)","medium (4-10 dS/m)","well (dry spells)","poorly (saturated >50% of year), well (dry spells)",NA,NA,"short day (<12 hours)","tropical wet & dry (Aw), tropical wet (Ar), subtropical humid (Cf)","fire, flooding","","","large scale/commercial",180,300
3318,"Araucaria angustifolia","(Bertol.) Kuntze","Pinopsida:Araucariaceae","","","tree","erect","perennial","evergreen, single stem","fruits & nuts, forest/wood","",18,23,9,27,1500,2000,1250,2500,5.5,6.5,5,7.5,19,19,31,31,2200,"very bright","very bright","very bright","clear skies","deep (>>150 cm)","medium (50-150 cm)","medium","medium","high","moderate","","","low (<4 dS/m)","low (<4 dS/m)","well (dry spells)","well (dry spells), excessive (dry/moderately dry)",-5,0,"short day (<12 hours)","tropical wet (Ar), subtropical humid (Cf), subtropical dry winter (Cw)","","","","",300,365
3320,"Araucaria bidwillii","Hook.","Pinopsida:Araucariaceae","","","tree","erect","perennial","single stem","forest/wood, environmental","harvested from wild",18,28,7,36,1200,1700,900,2000,5,6.5,4.5,7,16.3,16.3,27,27,1000,"very bright","cloudy skies","very bright","cloudy skies","deep (>>150 cm)","deep (>>150 cm)","heavy, medium","heavy, medium","high","moderate","","","low (<4 dS/m)","low (<4 dS/m)","well (dry spells)","well (dry spells)",-10,-1,"short day (<12 hours), neutral day (12-14 hours), long day (>14 hours)","tropical wet & dry (Aw), subtropical humid (Cf)","","","","",210,365
3321,"Araucaria hunsteinii","K. Sch.","Pinopsida:Araucariaceae","","","tree","erect","perennial","evergreen, single stem","ornamentals/turf, forest/wood","",24,32,12,35,2000,3000,1600,4600,5.5,6.5,5,7.5,5,5,10,10,2100,"very bright","very bright","very bright","clear skies","deep (>>150 cm)","medium (50-150 cm)","heavy, medium","heavy, medium","high","moderate","","","low (<4 dS/m)","low (<4 dS/m)","well (dry spells)","well (dry spells)",NA,NA,"short day (<12 hours)","tropical wet (Ar)","","","","",300,365
